aX,aY,aZ,gX,gY,gZ
0.157,-0.351,1.250,23.193,-8.484,-119.568
0.158,-0.296,1.272,27.527,-1.465,-114.990
0.168,-0.298,1.297,37.659,14.038,-108.643
0.185,-0.292,1.311,44.128,21.912,-101.563
0.204,-0.291,1.340,50.720,28.564,-95.215
0.205,-0.315,1.333,64.087,42.603,-84.473
0.203,-0.330,1.303,70.068,49.561,-78.796
0.262,-0.309,1.239,76.721,61.096,-65.735
0.308,-0.303,1.208,81.177,65.369,-61.340
0.374,-0.246,1.170,86.731,72.815,-58.411
0.387,-0.219,1.145,89.722,74.158,-59.204
0.383,-0.219,1.146,92.407,76.843,-61.340
0.388,-0.256,1.113,93.933,80.200,-65.735
0.388,-0.253,1.112,94.849,82.825,-64.514
0.343,-0.300,1.118,93.994,83.984,-65.979
0.308,-0.310,1.129,91.858,83.923,-64.392
0.250,-0.330,1.064,84.106,83.923,-55.969
0.214,-0.325,1.060,79.712,84.167,-49.866
